,Unnamed: 0,Datetime,Tweet Id,Text,Tweet_tokenized,sentiment
16,16,2020-06-22 18:25:06,1275132722252599297,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
17,17,2020-06-22 18:14:04,1275129945254178816, muntverzamelaar  betrueand send direct statement founder blm  detractor conspiraci theo  https   t co xfxpsuch,"['muntverzamelaar', 'betrueand', 'send', 'direct', 'statement', 'founder', 'blm', 'detractor', 'conspiraci', 'theo', 'https', 't', 'co', 'xfxpsuch']",negative
18,18,2020-06-22 18:07:52,1275128384096481280,gen z who agre  x  had A major impact On their worldview  covid    blm    trump  election    mass shooti  https   t co dtkupsxb,"['gen', 'z', 'who', 'agre', 'x', 'had', 'A', 'major', 'impact', 'On', 'their', 'worldview', 'covid', 'blm', 'trump', 'election', 'mass', 'shooti', 'https', 't', 'co', 'dtkupsxb']",negative
19,19,2020-06-22 18:07:37,1275128321051897863,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
20,20,2020-06-22 18:07:03,1275128181788413957,  hey   offici registr foreign countri will interfer  usa elec  https   t co fujbyfuhh,"['hey', 'offici', 'registr', 'foreign', 'countri', 'will', 'interfer', 'usa', 'elec', 'https', 't', 'co', 'fujbyfuhh']",negative
21,21,2020-06-22 18:06:20,1275128001529856000, weaverxp   how  offici registr foreign countri will interfer the  https   t co vfystttlv,"['weaverxp', 'how', 'offici', 'registr', 'foreign', 'countri', 'will', 'interfer', 'the', 'https', 't', 'co', 'vfystttlv']",neutral
22,22,2020-06-22 18:06:18,1275127990591127557,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
23,23,2020-06-22 17:55:45,1275125337341464578,suprem court  final day session next monday   trump case  amp  resist releas fin  https   t co fpirnyqmu,"['suprem', 'court', 'final', 'day', 'session', 'next', 'monday', 'trump', 'case', 'amp', 'resist', 'releas', 'fin', 'https', 't', 'co', 'fpirnyqmu']",positive
24,24,2020-06-22 17:54:46,1275125089634312192,  anon wwgwga  recruit teen prais interf  election  thi doesn t seem right me  show cha ,"['anon', 'wwgwga', 'recruit', 'teen', 'prais', 'interf', 'election', 'thi', 'doesn', 't', 'seem', 'right', 'me', 'show', 'cha']",neutral
25,25,2020-06-22 17:49:12,1275123688174739458, chriscoon https   t co wowghxazba https   t co wgryknf https   t co jvtnkipug,"['chriscoon', 'https', 't', 'co', 'wowghxazba', 'https', 't', 'co', 'wgryknf', 'https', 't', 'co', 'jvtnkipug']",neutral
26,26,2020-06-22 17:49:07,1275123668226412544,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
27,27,2020-06-22 17:45:32,1275122764102467584,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
28,28,2020-06-22 17:45:29,1275122754627518471,  ekww  colorado    primari elect    june    are registered  https   t co zbtokt know poll place  https    ,"['ekww', 'colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'place', 'https']",positive
29,29,2020-06-22 17:44:58,1275122621315551233,  vastflash    elect year    nov  A year antifa v maga trump patriot donald J trump  greatest president ,"['vastflash', 'elect', 'year', 'nov', 'A', 'year', 'antifa', 'v', 'maga', 'trump', 'patriot', 'donald', 'J', 'trump', 'greatest', 'president']",neutral
30,30,2020-06-22 17:43:12,1275122176778285060,  ekww  colorado    primari elect    june    are registered  https   t co zbtokt know poll place  https    ,"['ekww', 'colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'place', 'https']",positive
31,31,2020-06-22 17:42:38,1275122036650717184, will J  bolton  book caus chang think major americans  novemb  election  Q  https   t co eumstzh,"['will', 'J', 'bolton', 'book', 'caus', 'chang', 'think', 'major', 'americans', 'novemb', 'election', 'Q', 'https', 't', 'co', 'eumstzh']",neutral
32,32,2020-06-22 17:39:43,1275121302920146949, kfravahar bewar america retweet this  sadly  foreign countri enemi usa attempt interfer in  https   t co ygfpciviv,"['kfravahar', 'bewar', 'america', 'retweet', 'this', 'sadly', 'foreign', 'countri', 'enemi', 'usa', 'attempt', 'interfer', 'in', 'https', 't', 'co', 'ygfpciviv']",positive
33,33,2020-06-22 17:38:47,1275121066143342593,  ekww  colorado    primari elect    june    are registered  https   t co zbtokt know poll place  https    ,"['ekww', 'colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'place', 'https']",positive
34,34,2020-06-22 17:38:43,1275121047746957312,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
35,35,2020-06-22 17:38:06,1275120895653265410,  ekww  colorado    primari elect    june    are registered  https   t co zbtokt know poll place  https    ,"['ekww', 'colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'place', 'https']",positive
36,36,2020-06-22 17:37:20,1275120702547300353,your desper refreshing  I think I understand concern  elect scandal our  https   t co dfmcpauy,"['your', 'desper', 'refreshing', 'I', 'think', 'I', 'understand', 'concern', 'elect', 'scandal', 'our', 'https', 't', 'co', 'dfmcpauy']",neutral
37,37,2020-06-22 17:33:15,1275119672740982785,  ekww  colorado    primari elect    june    are registered  https   t co zbtokt know poll place  https    ,"['ekww', 'colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'place', 'https']",positive
38,38,2020-06-22 17:32:46,1275119551240339458,  trey vondinkis      daili douch digest never trumper  world class doughnut hoover georg conway direct crimin elect interfere ,"['trey', 'vondinkis', 'daili', 'douch', 'digest', 'never', 'trumper', 'world', 'class', 'doughnut', 'hoover', 'georg', 'conway', 'direct', 'crimin', 'elect', 'interfere']",positive
39,39,2020-06-22 17:32:18,1275119433472716800,  ekww  colorado    primari elect    june    are registered  https   t co zbtokt know poll place  https    ,"['ekww', 'colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'place', 'https']",positive
40,40,2020-06-22 17:27:42,1275118277983789059,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
41,41,2020-06-22 17:23:12,1275117146859884544,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
42,42,2020-06-22 17:20:22,1275116432423096323,  holdonhope   juddlegum  mschlapp We peopl usa boycott all states  countries  busi illegally  unethical ,"['holdonhope', 'juddlegum', 'mschlapp', 'We', 'peopl', 'usa', 'boycott', 'all', 'states', 'countries', 'busi', 'illegally', 'unethical']",neutral
43,43,2020-06-22 17:17:57,1275115822638383104,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
44,44,2020-06-22 17:15:21,1275115170138935300,usa   sale temp pour donald  trump    jour de l  lection pr sidentiel  afp https   t co ypjzzhu,"['usa', 'sale', 'temp', 'pour', 'donald', 'trump', 'jour', 'de', 'l', 'lection', 'pr', 'sidentiel', 'afp', 'https', 't', 'co', 'ypjzzhu']",negative
45,45,2020-06-22 17:15:20,1275115165919227904,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
46,46,2020-06-22 17:14:23,1275114927712137217,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
47,47,2020-06-22 17:13:07,1275114608710344705, glayol    restartlead bewar america retweet this  sadly  foreign countri enemi of  https   t co ttmvzdwtk,"['glayol', 'restartlead', 'bewar', 'america', 'retweet', 'this', 'sadly', 'foreign', 'countri', 'enemi', 'of', 'https', 't', 'co', 'ttmvzdwtk']",positive
48,48,2020-06-22 17:12:27,1275114437368741893,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
49,49,2020-06-22 17:10:32,1275113957355778049,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
50,50,2020-06-22 17:10:05,1275113845514809344,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
51,51,2020-06-22 17:10:00,1275113823113011200,  globalobserver   matthewjshow  msb miami   bewar america retweet this  sadly  foreign countri enemi the ,"['globalobserver', 'matthewjshow', 'msb', 'miami', 'bewar', 'america', 'retweet', 'this', 'sadly', 'foreign', 'countri', 'enemi', 'the']",positive
52,52,2020-06-22 17:08:40,1275113485442207751,I believ usa best nation earth  full extrem bright  hard work  amp  motiv peopl t  https   t co bsynxsknr,"['I', 'believ', 'usa', 'best', 'nation', 'earth', 'full', 'extrem', 'bright', 'hard', 'work', 'amp', 'motiv', 'peopl', 't', 'https', 't', 'co', 'bsynxsknr']",positive
53,53,2020-06-22 17:08:24,1275113420254253059, mindarelli   bewar america retweet this  sadly  foreign countri enemi usa att  https   t co eukfqxkr,"['mindarelli', 'bewar', 'america', 'retweet', 'this', 'sadly', 'foreign', 'countri', 'enemi', 'usa', 'att', 'https', 't', 'co', 'eukfqxkr']",positive
54,54,2020-06-22 17:05:42,1275112741972344832,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
55,55,2020-06-22 17:02:23,1275111907364605953,colorado    primari elect    june    are registered  https   t co zbtokt know poll plac  https   t co rgmfwelcx,"['colorado', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtokt', 'know', 'poll', 'plac', 'https', 't', 'co', 'rgmfwelcx']",negative
56,56,2020-06-22 16:59:58,1275111299320442881,  holdonhope   juddlegum  mschlapp We peopl usa boycott all states  countries  busi illegally  unethical ,"['holdonhope', 'juddlegum', 'mschlapp', 'We', 'peopl', 'usa', 'boycott', 'all', 'states', 'countries', 'busi', 'illegally', 'unethical']",neutral
57,57,2020-06-22 16:56:43,1275110481959714817,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
58,58,2020-06-22 16:44:39,1275107443710857229,  angie keathly  bolton condemn trump  presid danger us  argu  elect last  guardrail  protect ,"['angie', 'keathly', 'bolton', 'condemn', 'trump', 'presid', 'danger', 'us', 'argu', 'elect', 'last', 'guardrail', 'protect']",negative
59,59,2020-06-22 16:39:22,1275106112895942658,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
60,60,2020-06-22 16:36:27,1275105381707022336,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
61,61,2020-06-22 16:36:10,1275105307442716673,contrari potu tweet absente vote  scandalofourtimes  articl april show  https   t co byukalr,"['contrari', 'potu', 'tweet', 'absente', 'vote', 'scandalofourtimes', 'articl', 'april', 'show', 'https', 't', 'co', 'byukalr']",positive
62,62,2020-06-22 16:34:34,1275104907079544840, systemat assault legitimaci our election   trump launch conspiratori attack mail in voting  https   t co jihnuxjt,"['systemat', 'assault', 'legitimaci', 'our', 'election', 'trump', 'launch', 'conspiratori', 'attack', 'mail', 'in', 'voting', 'https', 't', 'co', 'jihnuxjt']",negative
63,63,2020-06-22 16:34:14,1275104822832832521, craigsh  matthewjshow   bewar america retweet this  sadly  foreign countri enemi t  https   t co dlbhkhep,"['craigsh', 'matthewjshow', 'bewar', 'america', 'retweet', 'this', 'sadly', 'foreign', 'countri', 'enemi', 't', 'https', 't', 'co', 'dlbhkhep']",positive
64,64,2020-06-22 16:33:56,1275104747398352900,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
65,65,2020-06-22 16:33:41,1275104683099664385, matthewjshow  msb miami   bewar america retweet this  sadly  foreign countri enemi of  https   t co xgddvuasaw,"['matthewjshow', 'msb', 'miami', 'bewar', 'america', 'retweet', 'this', 'sadly', 'foreign', 'countri', 'enemi', 'of', 'https', 't', 'co', 'xgddvuasaw']",positive
66,66,2020-06-22 16:31:56,1275104243897131011, ivankatrump  mike p  vp    potu conctng dots   In  der elect  usa  amp  exactli befo  https   t co vrfpsdebqc,"['ivankatrump', 'mike', 'p', 'vp', 'potu', 'conctng', 'dots', 'In', 'der', 'elect', 'usa', 'amp', 'exactli', 'befo', 'https', 't', 'co', 'vrfpsdebqc']",neutral
67,67,2020-06-22 16:23:13,1275102051371024385,  globalobserver   craigsh  matthewjshow   bewar america retweet this  unfortunately  foreign countri enemies ,"['globalobserver', 'craigsh', 'matthewjshow', 'bewar', 'america', 'retweet', 'this', 'unfortunately', 'foreign', 'countri', 'enemies']",positive
68,68,2020-06-22 16:14:55,1275099961533792256,  axios  trump also deni john bolton  claim ask Xi increas china  farm purchas help win   but added ,"['axios', 'trump', 'also', 'deni', 'john', 'bolton', 'claim', 'ask', 'Xi', 'increas', 'china', 'farm', 'purchas', 'help', 'win', 'but', 'added']",negative
69,69,2020-06-22 16:13:44,1275099662035431426,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
70,70,2020-06-22 16:13:43,1275099659434971137, craigsh  matthewjshow   bewar america retweet this  unfortunately  foreign countri enem  https   t co fcvvtzmcl,"['craigsh', 'matthewjshow', 'bewar', 'america', 'retweet', 'this', 'unfortunately', 'foreign', 'countri', 'enem', 'https', 't', 'co', 'fcvvtzmcl']",positive
71,71,2020-06-22 16:12:04,1275099245520072705,    barr  mail in ballot  absolut open floodgat fraud  https   t co vdadepb via  breitbartnews  thi will ,"['barr', 'mail', 'in', 'ballot', 'absolut', 'open', 'floodgat', 'fraud', 'https', 't', 'co', 'vdadepb', 'via', 'breitbartnews', 'thi', 'will']",neutral
72,72,2020-06-22 16:11:57,1275099213047750657,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
73,73,2020-06-22 16:11:49,1275099180810330114,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
74,74,2020-06-22 16:11:17,1275099047318224899, chinese back hacker observ target former VP joe biden  campaign staff  googl said hacker ap  https   t co octsbg,"['chinese', 'back', 'hacker', 'observ', 'target', 'former', 'VP', 'joe', 'biden', 'campaign', 'staff', 'googl', 'said', 'hacker', 'ap', 'https', 't', 'co', 'octsbg']",positive
75,75,2020-06-22 16:05:36,1275097614585933825,  you joke covid  american deal pandemic     US cases    US death  https   t co xukuxuhzw,"['you', 'joke', 'covid', 'american', 'deal', 'pandemic', 'US', 'cases', 'US', 'death', 'https', 't', 'co', 'xukuxuhzw']",negative
76,76,2020-06-22 16:02:05,1275096730569256966,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
77,77,2020-06-22 15:58:39,1275095868430041088,  angie keathly  bolton condemn trump  presid danger us  argu  elect last  guardrail  protect ,"['angie', 'keathly', 'bolton', 'condemn', 'trump', 'presid', 'danger', 'us', 'argu', 'elect', 'last', 'guardrail', 'protect']",negative
78,78,2020-06-22 15:56:56,1275095434558652418,  concealcarrygrl  Ok listen up  gen Z voter seem mistaken impress  things  chang heart people  such ,"['concealcarrygrl', 'Ok', 'listen', 'up', 'gen', 'Z', 'voter', 'seem', 'mistaken', 'impress', 'things', 'chang', 'heart', 'people', 'such']",negative
79,79,2020-06-22 15:52:01,1275094198174339073,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
80,80,2020-06-22 15:50:09,1275093728244518912,  usa trump   i m big time conserv  amp  I love countri  amp  president  but     amp  bill barr  amp  rest of ,"['usa', 'trump', 'i', 'm', 'big', 'time', 'conserv', 'amp', 'I', 'love', 'countri', 'amp', 'president', 'but', 'amp', 'bill', 'barr', 'amp', 'rest', 'of']",neutral
81,81,2020-06-22 15:48:56,1275093420512600064,base recent opinion polls  biden versu trump contest usa look like this  still long time to  https   t co ivuliygpr,"['base', 'recent', 'opinion', 'polls', 'biden', 'versu', 'trump', 'contest', 'usa', 'look', 'like', 'this', 'still', 'long', 'time', 'to', 'https', 't', 'co', 'ivuliygpr']",positive
82,82,2020-06-22 15:48:32,1275093320335626246,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
83,83,2020-06-22 15:48:07,1275093218309308416,  turfline   washingtonpost It tell democrat anyth stop trump  even sell souls  trump win nov  ,"['turfline', 'washingtonpost', 'It', 'tell', 'democrat', 'anyth', 'stop', 'trump', 'even', 'sell', 'souls', 'trump', 'win', 'nov']",negative
84,84,2020-06-22 15:47:59,1275093184117342208, washingtonpost It tell democrat anyth stop trump  even sell souls  trump will  https   t co wsywvrgi,"['washingtonpost', 'It', 'tell', 'democrat', 'anyth', 'stop', 'trump', 'even', 'sell', 'souls', 'trump', 'will', 'https', 't', 'co', 'wsywvrgi']",negative
85,85,2020-06-22 15:47:53,1275093155671683073,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
86,86,2020-06-22 15:47:25,1275093040500219904,  ekww  oklahoma    primari elect    june    are registered  https   t co zbtobiwr know poll place  https    ,"['ekww', 'oklahoma', 'primari', 'elect', 'june', 'are', 'registered', 'https', 't', 'co', 'zbtobiwr', 'know', 'poll', 'place', 'https']",positive
87,87,2020-06-22 15:44:13,1275092235995021314, trump would say anyth re elected  hi half full  tulsaflop hurt feelings  watch usa go w  https   t co zsishpfu,"['trump', 'would', 'say', 'anyth', 're', 'elected', 'hi', 'half', 'full', 'tulsaflop', 'hurt', 'feelings', 'watch', 'usa', 'go', 'w', 'https', 't', 'co', 'zsishpfu']",negative
88,88,2020-06-22 15:42:15,1275091737875185664, malarkeyfre  usa pol  xrj dellasallex As far kentucki goe ultim counti stat  https   t co kdtmtkj,"['malarkeyfre', 'usa', 'pol', 'xrj', 'dellasallex', 'As', 'far', 'kentucki', 'goe', 'ultim', 'counti', 'stat', 'https', 't', 'co', 'kdtmtkj']",positive
89,89,2020-06-22 15:39:21,1275091010377461760,  pamelageller  alexandria ocasio cortez brag direct child interfer american elect via china  tiktok   y all ,"['pamelageller', 'alexandria', 'ocasio', 'cortez', 'brag', 'direct', 'child', 'interfer', 'american', 'elect', 'via', 'china', 'tiktok', 'y', 'all']",negative
90,90,2020-06-22 15:33:15,1275089474888892417,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
91,91,2020-06-22 15:32:02,1275089168436060160, grandpasnarki It never ceas amaz usa use mail in ballot years  yet trumpf still mak  https   t co kymewd,"['grandpasnarki', 'It', 'never', 'ceas', 'amaz', 'usa', 'use', 'mail', 'in', 'ballot', 'years', 'yet', 'trumpf', 'still', 'mak', 'https', 't', 'co', 'kymewd']",positive
92,92,2020-06-22 15:30:19,1275088736372604928,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
93,93,2020-06-22 15:26:54,1275087878138335232,    rig  election  million OF mail in ballot will BE print BY foreign countries  and others  IT will BE the sca ,"['rig', 'election', 'million', 'OF', 'mail', 'in', 'ballot', 'will', 'BE', 'print', 'BY', 'foreign', 'countries', 'and', 'others', 'IT', 'will', 'BE', 'the', 'sca']",negative
94,94,2020-06-22 15:26:36,1275087803496439808,    becaus mail in ballots   rig elect nation histori   unless stupid en ,"['becaus', 'mail', 'in', 'ballots', 'rig', 'elect', 'nation', 'histori', 'unless', 'stupid', 'en']",negative
